P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method
Kepler-991 b,Warm,Superterran,gas,metals-rich,non-habitable,3.1,2.54,0.19,0.48,1.11,1.215852,1.215852,1.215852,267.5,267.5,267.5,0.6,-19.42,4.83,82.53,0.3196,0.0,0.32,0.0,Cyg,K,0.64,0.61,4392.0,0.124222,-0.06071394910461842,3.47,15.2,370.0,19.805999999999997,49.6266,-26.9,1.0170000000000001,1,1,0.28300000000000003,0.7020000000000001,-0.82,2.41,-0.42,0.28,0.68,0,0,0,1,Transit
Kepler-992 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.65,1.62,1.09,1.76,1.69,16.21527,16.21527,16.21527,511.2,511.2,511.2,5.1,-21.27,3.09,20.16,0.1345,0.0,0.13,0.0,Lyr,K,0.8,0.74,4944.0,0.29354,-0.06071394910461842,3.02,13.4,268.0,18.962,47.6418,-29.8,2.9313,1,0,0.425,1.031,-1.96,-0.15,-0.28,0.33,0.35,0,0,0,1,Transit
Kepler-993 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.1,2.97,0.19,0.58,1.31,3.4990069999999998,3.4990080000000003,3.4990089999999996,348.4,348.4,348.4,1.0,-20.91,5.64,22.09,0.1277,0.0,0.13,0.0,Cyg,M,0.57,0.54,3843.0,0.057064,-0.06071394910461842,3.89,16.0,298.0,19.5076,44.3947,-28.1,2.2536,1,0,0.19399999999999998,0.496,-1.44,2.53,-0.37,0.25,0.47,0,0,0,1,Transit
Kepler-994 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.42,1.6,1.08,1.72,1.66,199.6884,199.6884,199.6884,957.7,957.7,957.7,4.8,-23.98,3.04,1.15,0.0177,0.0,0.02,0.0,Cyg,K,0.56,0.54,3934.0,0.062664,-0.06071394910461842,3.24,14.4,170.0,19.2715,47.4071,-32.5,16.3,1,0,0.203,0.516,-2.19,-0.15,-0.69,0.3,0.28,0,0,0,1,Transit
Kepler-995 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.77,2.7,0.19,0.52,1.18,14.48669,14.48669,14.48669,497.0,497.0,497.0,0.7,-22.26,5.13,28.27,0.1706,0.0,0.17,0.0,Lyr,K,0.83,0.8,5206.0,0.42178000000000004,-0.06071394910461842,5.01,14.9,659.0,18.9744,39.131,-29.6,2.4988,1,0,0.503,1.208,-1.95,2.45,-0.71,0.24,0.3,0,0,0,1,Transit
Kepler-996 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.95,1.98,1.28,2.53,2.24,640.9693,640.9693,640.9694,1281.9,1281.9,1281.9,12.7,-25.72,3.77,3.77,0.0488,0.0,0.05,0.0,Lyr,F,1.09,1.14,6014.0,1.525293,-0.06071394910461842,3.63,14.7,1098.0,19.4609,41.5336,-33.8,12.4786,1,0,0.914,2.14,-2.41,-0.13,-0.52,0.29,0.26,0,0,0,1,Transit
Kepler-997 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,2.44,1.36,0.98,1.33,1.34,1893.785,1893.785,1893.785,1680.7,1680.7,1680.7,2.4,-26.07,2.58,2.71,0.0406,0.0,0.04,0.0,Cyg,F,1.22,1.56,6150.0,3.123486,-0.06071394910461842,3.63,11.9,470.0,19.2822,49.9389,-35.0,20.581,1,0,1.297,3.028,-2.45,-0.16,-1.1,0.27,0.29,0,0,0,1,Transit
Kepler-998 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.11,2.32,1.53,3.55,2.87,404.5958,404.5959,404.5959,1142.6,1142.6,1142.6,29.3,-25.56,4.41,5.65,0.0645,0.0,0.06,0.0,Cyg,F,1.12,1.18,6058.0,1.682561,-0.06071394910461842,3.31,14.4,996.0,19.7836,49.2087,-33.3,9.7632,1,0,0.9570000000000001,2.24,-2.39,-0.12,-0.09,0.29,0.24,0,0,0,1,Transit
Kepler-999 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.94,2.34,1.55,3.64,2.92,748.6287,748.6289,748.6291,1332.6,1332.6,1332.6,31.0,-26.25,4.45,5.99,0.0703,0.0,0.07,0.0,Cyg,F,1.29,1.65,6237.0,3.696245,-0.06071394910461842,3.09,12.2,568.0,19.9774,46.1984,-34.0,12.539000000000001,1,0,1.403,3.2710000000000004,-2.43,-0.12,-0.18,0.29,0.24,0,0,0,1,Transit
Kepler-1000 b,Hot,Neptunian,gas,metals-rich,non-habitable,21.44,4.76,0.2,0.95,2.12,12.50615,12.50615,12.50615,479.1,479.1,479.1,4.3,-23.33,9.06,120.02,0.5326,0.0,0.53,0.0,Lyr,F,1.4,1.51,6453.0,3.547239,-0.06071394910461842,1.26,13.3,925.0,19.1124,47.0982,-29.5,1.511,1,0,1.357,3.1519999999999997,-1.92,3.3,0.14,0.21,0.24,0,0,0,1,Transit
Kepler-1001 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.12,3.15,0.2,0.62,1.39,50.96728,50.96728,50.967290000000006,680.7,680.7,680.7,1.2,-23.96,5.98,14.31,0.1113,0.0,0.11,0.0,Dra,G,0.9,0.88,5491.0,0.631627,-0.06071394910461842,4.68,15.3,1009.0,19.0849,48.6187,-31.0,4.2136,1,0,0.607,1.4409999999999998,-2.19,2.59,-0.7,0.22,0.23,0,0,0,1,Transit
Kepler-1002 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.68,1.71,1.13,1.93,1.82,1019.5110000000001,1019.5110000000001,1019.5110000000001,1439.6,1439.6,1439.6,6.4,-25.91,3.26,4.34,0.0556,0.0,0.06,0.0,Cyg,F,1.22,1.57,6144.0,3.1513310000000003,-0.06071394910461842,4.07,11.7,425.0,19.5386,43.0737,-34.3,15.0926,1,0,1.3030000000000002,3.043,-2.43,-0.15,-0.8,0.28,0.27,0,0,0,1,Transit
Kepler-1003 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.56,1.78,1.16,2.07,1.92,768.2067,768.2069,768.207,1341.3,1341.3,1341.3,7.6,-25.68,3.38,3.55,0.0472,0.0,0.05,0.0,Cyg,F,1.11,1.17,6109.0,1.710575,-0.06071394910461842,3.16,14.1,873.0,19.468,44.8762,-34.0,13.2428,1,0,0.9620000000000001,2.249,-2.42,-0.14,-0.72,0.28,0.27,0,0,0,1,Transit
Kepler-1004 b,Hot,Jovian,gas,metals-rich,non-habitable,49.36,6.27,0.2,1.25,2.81,1666.487,1666.487,1666.487,1627.8,1627.8,1627.8,9.9,-29.27,11.94,5.29,0.0615,0.0,0.06,0.0,Cyg,K,1.11,3.39,4972.0,6.301061,-0.06071394910461842,7.76,13.4,1080.0,19.824,49.7976,-34.8,29.7118,1,0,1.969,4.765,-2.36,4.08,-0.39,0.17,0.13,0,0,0,1,Transit
Kepler-1005 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.49,1.5,1.03,1.55,1.53,242.7096,242.7097,242.7097,1005.6,1005.6,1005.6,3.6,-24.05,2.85,6.5,0.0681,0.0,0.07,0.0,Lyr,G,1.0,1.06,5782.0,1.126714,-0.06071394910461842,6.17,13.2,515.0,19.0857,43.3205,-32.7,8.2981,1,0,0.7959999999999999,1.876,-2.35,-0.15,-0.8,0.29,0.28,0,0,0,1,Transit
Kepler-1006 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.78,1.53,1.05,1.61,1.57,22.84344,22.84345,22.84345,557.0,557.0,557.0,4.0,-21.52,2.92,19.76,0.1317,0.0,0.13,0.0,Cyg,G,0.78,0.74,5328.0,0.395922,-0.06071394910461842,4.27,14.6,496.0,19.7169,42.5375,-30.1,2.9958,1,0,0.485,1.158,-2.05,-0.15,-0.44,0.32,0.34,0,0,0,1,Transit
Kepler-1007 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.97,1.43,1.01,1.44,1.44,69.87169,69.8717,69.8717,736.6,736.6,736.6,3.0,-22.59,2.72,5.19,0.0528,0.0,0.05,0.0,Cyg,K,0.73,0.7,4587.0,0.194626,-0.06071394910461842,4.17,14.7,365.0,19.7271,45.8091,-31.4,7.0727,1,0,0.35200000000000004,0.865,-2.16,-0.16,-0.7,0.3,0.3,0,0,0,1,Transit
Kepler-1008 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.98,1.28,0.95,1.21,1.25,37.497479999999996,37.49749,37.49749,630.4,630.4,630.4,1.9,-21.66,2.43,12.44,0.0979,0.0,0.1,0.0,Cyg,K,0.81,0.78,5066.0,0.359534,-0.06071394910461842,6.76,13.4,299.0,19.7698,44.9419,-30.7,4.246,1,0,0.46799999999999997,1.129,-2.12,-0.16,-0.77,0.31,0.32,0,0,0,1,Transit
Kepler-1009 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.46,2.17,1.41,3.06,2.58,11.159510000000001,11.159510000000001,11.159510000000001,465.6,465.6,465.6,20.4,-21.5,4.13,11.35,0.0829,0.0,0.08,0.0,Lyr,K,0.59,0.57,4027.0,0.07666,-0.06071394910461842,3.16,15.3,281.0,18.8573,42.6658,-29.4,3.6656,1,0,0.22399999999999998,0.5670000000000001,-1.83,-0.13,0.58,0.34,0.35,0,0,0,1,Transit
Kepler-1010 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.11,2.32,1.53,3.55,2.87,11.91976,11.91976,11.91977,473.4,473.4,473.4,29.3,-21.71,4.41,34.27,0.1963,0.0,0.2,0.0,Cyg,K,0.86,0.82,5253.0,0.459354,-0.06071394910461842,4.79,14.7,610.0,19.2795,44.1493,-29.4,2.2262,1,0,0.524,1.255,-1.9,-0.12,0.82,0.33,0.34,0,0,0,1,Transit
Kepler-1011 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.57,2.87,0.19,0.56,1.26,161.3027,161.3027,161.3027,907.9,907.9,907.9,0.9,-25.02,5.45,5.75,0.0609,0.0,0.06,0.0,Cyg,G,0.91,0.88,5416.0,0.597819,-0.06071394910461842,4.47,15.2,860.0,19.8268,46.824,-32.3,7.7091,1,0,0.593,1.411,-2.3,2.5,-0.92,0.22,0.22,0,0,0,1,Transit
Kepler-1012 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.04,1.29,0.96,1.23,1.26,196.6971,196.6971,196.6971,954.1,954.1,954.1,1.9,-23.49,2.45,5.51,0.06,0.0,0.06,0.0,Cyg,G,0.95,0.91,5556.0,0.7079810000000001,-0.06071394910461842,3.72,13.3,420.0,19.2864,46.458,-32.5,8.09,1,0,0.64,1.517,-2.32,-0.16,-0.94,0.28,0.29,0,0,0,1,Transit
Kepler-1013 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.85,2.15,1.39,2.99,2.54,18.5972,18.5972,18.59721,529.1,529.1,529.1,19.3,-22.03,4.09,18.93,0.1296,0.0,0.13,0.0,Cyg,K,0.81,0.76,4954.0,0.312134,-0.06071394910461842,4.27,14.4,433.0,19.3499,44.4352,-29.9,3.1267,1,0,0.439,1.062,-1.99,-0.13,0.4,0.33,0.31,0,0,0,1,Transit
Kepler-1014 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.7,2.39,1.6,3.81,3.02,35.92107,35.92107,35.92107,623.7,623.7,623.7,34.7,-22.98,4.53,16.57,0.1219,0.0,0.12,0.0,Lyr,G,0.88,0.84,5388.0,0.5335300000000001,-0.06071394910461842,4.79,14.6,672.0,19.0081,44.1106,-30.6,3.6737,1,0,0.561,1.337,-2.13,-0.12,0.61,0.31,0.27,0,0,0,1,Transit
Kepler-1015 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.87,3.55,0.2,0.7,1.58,306.3347,306.3347,306.3348,1065.8,1065.8,1065.8,1.8,-26.18,6.75,16.0,0.1419,0.0,0.14,0.0,Cyg,F,1.49,1.81,6769.0,6.17085,-0.06071394910461842,1.58,12.8,932.0,19.5172,43.4269,-33.0,6.8001,1,0,1.758,4.067,-2.4,2.75,-0.79,0.21,0.19,0,0,0,1,Transit
Kepler-1016 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.46,2.17,1.41,3.06,2.58,1108.45,1108.45,1108.45,1470.0,1470.0,1470.0,20.4,-26.52,4.13,1.95,0.0305,0.0,0.03,0.0,Cyg,G,0.99,1.0,5821.0,1.030102,-0.06071394910461842,3.89,15.4,1239.0,19.6409,45.9846,-34.4,17.5499,2,0,0.76,1.788,-2.42,-0.13,-0.43,0.29,0.25,0,0,0,1,Transit
Kepler-1016 c,Hot,Neptunian,gas,metals-rich,non-habitable,9.85,3.67,0.2,0.73,1.64,5.4231300000000005,5.423131,5.423131,388.8,388.8,388.8,2.0,-21.86,6.99,105.66,0.4358,0.0,0.44,0.0,Cyg,G,0.99,1.0,5821.0,1.030102,-0.06071394910461842,3.89,15.4,1239.0,19.6409,45.9846,-28.6,1.2228,2,0,0.76,1.788,-1.63,2.8,-0.12,0.24,0.37,0,0,0,1,Transit
Kepler-1017 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.17,1.99,1.28,2.56,2.26,119.3944,119.3944,119.3944,842.2,842.2,842.2,13.1,-23.9,3.79,7.23,0.0714,0.0,0.07,0.0,Lyr,G,0.93,0.87,5473.0,0.6092989999999999,-0.06071394910461842,2.95,14.1,554.0,18.898,40.1326,-31.9,6.4936,1,0,0.596,1.4180000000000001,-2.28,-0.13,-0.22,0.3,0.27,0,0,0,1,Transit
Kepler-1018 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.24,2.58,0.19,0.49,1.12,9.964998,9.964998,9.965000999999999,452.7,452.7,452.7,0.6,-21.75,4.9,49.1,0.2542,0.0,0.25,0.0,Lyr,G,0.91,0.88,5518.0,0.644142,-0.06071394910461842,4.47,15.0,894.0,18.9064,45.4079,-29.2,1.8446,1,0,0.612,1.452,-1.85,2.42,-0.71,0.24,0.34,0,0,0,1,Transit
Kepler-1019 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,325.5484,325.5484,325.5485,1082.2,1082.2,1082.2,3.2,-24.3,2.77,1.41,0.0219,0.0,0.02,0.0,Lyr,K,0.7,0.67,4433.0,0.15553599999999998,-0.06071394910461842,3.55,13.6,198.0,18.9145,47.2044,-33.0,16.3911,1,0,0.316,0.7829999999999999,-2.26,-0.16,-0.87,0.29,0.29,0,0,0,1,Transit
Kepler-1020 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,17.55,2.27,1.49,3.39,2.78,2.759681,2.759681,2.759682,328.4,328.4,328.4,26.2,-20.07,4.32,96.92,0.3941,0.0,0.39,0.0,Cyg,K,0.87,0.8,5227.0,0.42862700000000004,-0.06071394910461842,3.63,14.0,446.0,19.5115,46.3774,-27.8,1.0818,1,0,0.507,1.215,-1.32,-0.12,1.23,0.36,0.57,0,0,0,1,Transit
Kepler-1021 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.52,2.33,1.54,3.6,2.89,50.82782,50.82783,50.82784,680.3,680.3,680.3,30.1,-23.3,4.43,13.47,0.1066,0.0,0.11,0.0,Cyg,G,0.89,0.86,5431.0,0.577306,-0.06071394910461842,4.68,15.2,837.0,19.6803,42.5597,-31.0,4.3014,1,0,0.5820000000000001,1.385,-2.18,-0.12,0.42,0.31,0.26,0,0,0,1,Transit
Kepler-1022 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.8,2.36,1.58,3.72,2.97,21.74164,21.74164,21.74164,550.1,550.1,550.1,32.8,-22.41,4.49,10.99,0.0863,0.0,0.09,0.0,Cyg,K,0.71,0.68,4445.0,0.161955,-0.06071394910461842,3.63,15.4,455.0,19.2901,46.9737,-30.1,4.1997,1,0,0.322,0.799,-1.99,-0.12,0.72,0.32,0.29,0,0,0,1,Transit
Kepler-1023 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.47,2.63,0.19,0.5,1.15,7.212178,7.212178,7.21218,417.5,417.5,417.5,0.7,-21.44,5.0,62.14,0.2996,0.0,0.3,0.0,Cyg,G,0.93,0.89,5494.0,0.6474770000000001,-0.06071394910461842,4.47,14.5,686.0,19.2686,49.7697,-28.9,1.5830000000000002,1,0,0.614,1.459,-1.74,2.43,-0.64,0.25,0.38,0,0,0,1,Transit
Kepler-1024 b,Hot,Neptunian,gas,metals-rich,non-habitable,11.88,3.91,0.2,0.78,1.74,4.268123999999999,4.268125,4.2681260000000005,366.2,366.2,366.2,2.4,-21.73,7.43,66.42,0.2991,0.0,0.3,0.0,Lyr,K,0.81,0.78,5143.0,0.381896,-0.06071394910461842,5.25,16.0,1017.0,19.4634,38.2517,-28.3,1.3897,1,0,0.48100000000000004,1.156,-1.54,2.9,0.03,0.23,0.39,0,0,0,1,Transit
Kepler-1025 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.95,1.98,1.28,2.53,2.24,31.138140000000003,31.138140000000003,31.138140000000003,601.8,601.8,601.8,12.7,-22.42,3.77,37.32,0.2249,0.0,0.22,0.0,Lyr,F,1.09,1.13,6089.0,1.574819,-0.06071394910461842,3.31,13.6,716.0,18.9673,43.9617,-30.5,2.678,1,0,0.924,2.161,-2.13,-0.13,0.04,0.32,0.3,0,0,0,1,Transit
Kepler-1026 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.43,2.21,1.44,3.17,2.64,7.632308,7.632308,7.632308999999999,423.5,423.5,423.5,22.2,-21.12,4.19,36.52,0.1991,0.0,0.2,0.0,Lyr,K,0.79,0.75,4948.0,0.302504,-0.06071394910461842,4.57,14.3,389.0,18.907,39.998000000000005,-28.9,2.0077,1,0,0.43200000000000005,1.046,-1.76,-0.12,0.75,0.34,0.4,0,0,0,1,Transit
Kepler-1027 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,619.2651,619.2651,619.2652,1270.9,1270.9,1270.9,0.5,-23.92,1.68,1.91,0.0292,0.0,0.03,0.0,Lyr,G,0.91,0.82,5436.0,0.526787,-0.06071394910461842,1.41,12.9,291.0,19.1714,42.8139,-33.7,15.0258,1,0,0.556,1.3219999999999998,-2.37,-0.18,-1.29,0.27,0.29,0,0,0,1,Transit
Kepler-1028 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,2.3,1.33,0.97,1.29,1.31,517.4109,517.411,517.4112,1215.1,1215.1,1215.1,2.2,-24.62,2.53,2.51,0.0349,0.0,0.03,0.0,Cyg,G,0.9,0.87,5522.0,0.631414,-0.06071394910461842,4.68,14.3,633.0,19.3062,49.7812,-33.5,13.3019,1,0,0.605,1.4369999999999998,-2.37,-0.16,-1.0,0.28,0.29,0,0,0,1,Transit
Kepler-1029 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.86,1.25,0.94,1.18,1.22,140.062,140.062,140.062,876.4,876.4,876.4,1.8,-23.06,2.38,4.42,0.0493,0.0,0.05,0.0,Cyg,K,0.82,0.77,5030.0,0.34052,-0.06071394910461842,4.07,14.3,422.0,19.4755,41.5475,-32.1,8.3295,1,0,0.456,1.102,-2.26,-0.16,-0.93,0.29,0.3,0,0,0,1,Transit
Kepler-1030 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,25.7,2.48,1.69,4.19,3.22,18.66838,18.66838,18.66838,529.6,529.6,529.6,43.6,-22.34,4.71,19.33,0.1308,0.0,0.13,0.0,Cyg,K,0.8,0.76,4983.0,0.31950700000000004,-0.06071394910461842,4.37,15.7,795.0,19.5788,45.8176,-29.9,3.0963,1,0,0.44299999999999995,1.072,-1.99,-0.11,0.98,0.31,0.3,0,0,0,1,Transit
Kepler-1031 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.56,0.87,0.84,0.73,0.8,2760.913,2760.913,2760.914,1846.8,1846.8,1846.8,0.5,-25.52,1.66,1.23,0.0231,0.0,0.02,0.0,Cyg,F,1.09,1.12,6011.0,1.469308,-0.06071394910461842,3.39,13.8,741.0,19.7393,48.9554,-35.4,26.098000000000003,1,0,0.897,2.101,-2.45,-0.18,-1.37,0.26,0.29,0,0,0,1,Transit
Kepler-1032 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.92,1.87,1.21,2.26,2.06,134.0095,134.0095,134.0096,866.8,866.8,866.8,9.6,-23.88,3.56,3.29,0.0397,0.0,0.04,0.0,Lyr,K,0.77,0.71,4647.0,0.21091,-0.06071394910461842,1.86,15.8,607.0,19.3287,40.0978,-32.1,9.5486,1,0,0.365,0.8959999999999999,-2.23,-0.14,-0.38,0.31,0.27,0,0,0,1,Transit
Kepler-1033 b,Hot,Superterran,gas,no-atmosphere,non-habitable,2.97,2.51,0.19,0.47,1.09,131.8836,131.8837,131.8837,863.4,863.4,863.4,0.6,-24.51,4.77,7.56,0.0738,0.0,0.07,0.0,Lyr,G,0.94,0.92,5547.0,0.718949,-0.06071394910461842,5.01,16.0,1425.0,18.923,44.6091,-32.1,6.6441,1,0,0.645,1.53,-2.29,2.4,-1.01,0.22,0.24,0,0,0,1,Transit
Kepler-1034 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.18,2.26,1.48,3.36,2.76,44.51249,44.5125,44.51251,658.1,658.1,658.1,25.5,-23.1,4.3,12.12,0.09699999999999999,0.0,0.1,0.0,Lyr,K,0.83,0.8,5198.0,0.41919399999999996,-0.06071394910461842,4.79,15.1,706.0,19.0744,37.967,-30.9,4.3943,1,0,0.502,1.205,-2.15,-0.12,0.35,0.31,0.27,0,0,0,1,Transit
Kepler-1035 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.45,1.16,0.92,1.07,1.11,651.1708,651.1708,651.1709,1287.0,1287.0,1287.0,1.3,-24.57,2.21,2.71,0.0378,0.0,0.04,0.0,Lyr,G,0.98,0.97,5763.0,0.931167,-0.06071394910461842,4.47,13.0,408.0,19.2695,42.8825,-33.8,13.7025,1,0,0.725,1.7080000000000002,-2.4,-0.17,-1.13,0.27,0.29,0,0,0,1,Transit
Kepler-1036 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.34,3.01,0.2,0.59,1.33,2.946901,2.946901,2.946902,333.8,333.8,333.8,1.0,-20.76,5.73,122.88,0.4754,0.0,0.48,0.0,Cyg,G,0.95,0.89,5533.0,0.6660590000000001,-0.06071394910461842,3.24,13.8,507.0,19.6788,49.9458,-27.9,0.9977,1,0,0.621,1.474,-1.34,2.54,-0.32,0.26,0.5,0,0,0,1,Transit
Kepler-1037 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.98,1.28,0.95,1.21,1.25,1017.872,1017.872,1017.872,1439.0,1439.0,1439.0,1.9,-25.26,2.43,1.06,0.0191,0.0,0.02,0.0,Cyg,K,0.82,0.78,5105.0,0.370734,-0.06071394910461842,5.13,14.2,451.0,19.7561,47.1709,-34.3,21.9139,1,0,0.474,1.1420000000000001,-2.36,-0.16,-1.09,0.28,0.29,0,0,0,1,Transit
Kepler-1038 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.7,3.53,0.2,0.7,1.57,1.825595,1.825595,1.825595,296.1,296.1,296.1,1.7,-20.58,6.71,148.46,0.5237,0.0,0.52,0.0,Cyg,G,0.87,0.83,5335.0,0.500707,-0.06071394910461842,4.27,14.8,622.0,19.9315,44.1324,-27.4,0.8446,1,0,0.545,1.301,-1.06,2.74,0.04,0.25,0.55,0,0,0,1,Transit
Kepler-1039 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,924.0345,924.0345,924.0347,1404.6,1404.6,1404.6,3.2,-25.44,2.77,0.93,0.0173,0.0,0.02,0.0,Cyg,K,0.79,0.74,4870.0,0.276356,-0.06071394910461842,4.37,14.1,324.0,19.8884,45.3155,-34.2,22.9567,1,0,0.414,1.0070000000000001,-2.34,-0.16,-0.97,0.28,0.28,0,0,0,1,Transit
Kepler-1040 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.15,2.08,1.34,2.8,2.41,1.9527849999999998,1.9527849999999998,1.9527860000000001,301.2,301.2,301.2,16.3,-19.5,3.96,201.12,0.6672,0.0,0.67,0.0,Dra,G,0.98,0.96,5694.0,0.869165,-0.06071394910461842,4.17,13.3,473.0,18.8743,48.1314,-27.5,0.7668,1,0,0.703,1.66,-1.08,-0.13,0.96,0.41,0.66,0,0,0,1,Transit
Kepler-1041 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.92,2.93,0.19,0.57,1.29,45.88588,45.88589,45.88589,663.1,663.1,663.1,1.0,-23.7,5.58,24.76,0.1695,0.0,0.17,0.0,Cyg,G,1.06,1.08,5957.0,1.317795,-0.06071394910461842,3.55,14.5,979.0,19.5921,49.6832,-30.9,3.3967,1,0,0.852,1.999,-2.19,2.52,-0.76,0.23,0.24,0,0,0,1,Transit
Kepler-1042 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.78,2.18,1.42,3.1,2.6,36.081520000000005,36.08153,36.081540000000004,624.4,624.4,624.4,21.0,-22.79,4.15,10.13,0.0832,0.0,0.08,0.0,Lyr,K,0.75,0.72,4815.0,0.25,-0.06071394910461842,4.79,15.6,659.0,19.2446,39.824,-30.6,4.6108,1,0,0.395,0.9620000000000001,-2.1,-0.13,0.28,0.32,0.28,0,0,0,1,Transit
Kepler-1043 b,Hot,Superterran,gas,metals-rich,non-habitable,3.1,2.54,0.19,0.48,1.11,15.49509,15.49509,15.4951,505.5,505.5,505.5,0.6,-22.2,4.83,38.51,0.217,0.0,0.22,0.0,Lyr,G,0.92,0.9,5629.0,0.729625,-0.06071394910461842,4.47,14.8,838.0,18.7775,47.5686,-29.7,2.2104,1,0,0.647,1.53,-1.97,2.41,-0.78,0.24,0.31,0,0,0,1,Transit
Kepler-1044 b,Hot,Neptunian,gas,no-atmosphere,non-habitable,3.62,2.67,0.19,0.51,1.16,274.593,274.593,274.5931,1037.1,1037.1,1037.1,0.7,-25.44,5.07,6.77,0.0719,0.0,0.07,0.0,Cyg,G,1.08,1.11,5985.0,1.418379,-0.06071394910461842,3.55,15.4,1507.0,19.543,46.6662,-32.9,8.2377,1,0,0.883,2.069,-2.37,2.44,-1.03,0.22,0.23,0,0,0,1,Transit
Kepler-1045 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.72,2.69,0.19,0.51,1.18,17.49428,17.49428,17.49429,521.0,521.0,521.0,0.7,-22.45,5.11,26.41,0.165,0.0,0.17,0.0,Lyr,G,0.86,0.82,5301.0,0.476375,-0.06071394910461842,4.47,15.6,971.0,18.9456,45.0741,-29.9,2.6484,1,0,0.532,1.273,-1.99,2.44,-0.73,0.24,0.29,0,0,0,1,Transit
Kepler-1046 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.68,1.71,1.13,1.93,1.82,86.36405,86.36407,86.36407,776.7,776.7,776.7,6.4,-23.21,3.26,14.38,0.1172,0.0,0.12,0.0,Cyg,G,1.04,1.04,5913.0,1.186283,-0.06071394910461842,3.63,13.3,518.0,19.7837,46.9983,-31.6,4.7303,1,0,0.8109999999999999,1.9040000000000001,-2.27,-0.15,-0.47,0.3,0.28,0,0,0,1,Transit
